title,journal,year,citation,citation_per_year,author,URL
EEG-based brain-machine interface (BMI) for controlling mobile robots: The trend of prior studies,International Journal of Computer …,2015,11,1,"['M Krishnan', 'M Mariappan']",https://www.researchgate.net/profile/N_Murali_Krishnan/publication/299998796_EEG-Based_Brain-Machine_Interface_BMI_for_Controlling_Mobile_Robots_The_Trend_of_Prior_Studies/links/5707d3c008ae8883a1f7ecae.pdf
Tree-guided sparse coding for brain disease classification,International Conference on Medical …,2012,26,2,"['M Liu', 'D Zhang', 'PT Yap', 'D Shen']",https://link.springer.com/content/pdf/10.1007/978-3-642-33454-2_30.pdf
Brain-state classification and a dual-state decoder dramatically improve the control of cursor movement through a brain-machine interface,Journal of neural …,2015,17,2,"['NA Sachs', 'R Ruiz-Torres', 'EJ Perreault']",https://iopscience.iop.org/article/10.1088/1741-2560/13/1/016009/ampdf
Using an artificial neural network to predict traumatic brain injury,Journal of …,2018,14,3,"['AT Hale', 'DP Stonko', 'J Lim', 'OD Guillamondegui']",https://thejns.org/pediatrics/downloadpdf/journals/j-neurosurg-pediatr/23/2/article-p219.pdf
An enhanced probabilistic LDA for multi-class brain computer interface,PloS one,2011,60,5,"['P Xu', 'P Yang', 'X Lei', 'D Yao']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014634
… the most relevant brain regions to discriminate Alzheimer's disease patients from healthy controls using multiple kernel learning: A comparison across …,NeuroImage: Clinical,2018,25,6,"['JM Rondina', 'LK Ferreira', 'FL de Souza Duran']",https://www.sciencedirect.com/science/article/pii/S2213158217302681
Modeling the variability in brain morphology and lesion distribution in multiple sclerosis by deep learning,… Conference on Medical …,2014,53,6,"['T Brosch', 'Y Yoo', 'DKB Li', 'A Traboulsee']",https://link.springer.com/content/pdf/10.1007/978-3-319-10470-6_58.pdf
Predicting cognitive decline with deep learning of brain metabolism and amyloid imaging,Behavioural brain …,2018,95,23,"['H Choi', 'KH Jin']",https://arxiv.org/pdf/1704.06033
A Deep Learning Model to Predict a Diagnosis of Alzheimer Disease by                    Using 18F-FDG PET of the Brain,Radiology,2019,230,76,"['Y Ding', 'JH Sohn', 'MG Kawczynski', 'H Trivedi', 'R Harnish']",https://pubs.rsna.org/doi/pdf/10.1148/radiol.2018180958
Parkinsonian tremor detection from subthalamic nucleus local field potentials for closed-loop deep brain stimulation,2018 40th Annual …,2018,15,3,"['SA Shah', 'G Tinkhauser', 'CC Chen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6277049/
Application of machine learning to epileptic seizure onset detection and treatment,NA,2009,560,43,['AH Shoeb'],https://dspace.mit.edu/bitstream/handle/1721.1/54669/607331139-MIT.pdf?sequence=2
Computational prediction of blood-brain barrier permeability using decision tree induction,Molecules,2012,62,6,"['C Suenderhauf', 'F Hammann', 'J Huwyler']",https://www.mdpi.com/1420-3049/17/9/10429/pdf
Intention estimation in brain–machine interfaces,Journal of neural …,2014,70,8,"['JM Fan', 'P Nuyujukian', 'JC Kao']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4105020/
Biomarkers for Alzheimer's disease defined by a novel brain functional network measure,IEEE Transactions on …,2018,18,4,"['Z Song', 'B Deng', 'J Wang']",https://www.researchgate.net/profile/Zhenxi-Song/publication/325058048_Biomarkers_for_Alzheimer%27s_Disease_Defined_by_a_Novel_Brain_Functional_Network_Measure/links/605d49a092851cd8ce6940ec/Biomarkers-for-Alzheimers-Disease-Defined-by-a-Novel-Brain-Functional-Network-Measure.pdf
Brain-score: Which artificial neural network for object recognition is most brain-like?,BioRxiv,2018,132,33,"['M Schrimpf', 'J Kubilius', 'H Hong', 'NJ Majaj']",https://www.biorxiv.org/content/biorxiv/early/2020/01/02/407007.full.pdf
Human brain lesion-deficit inference remapped,Brain,2014,224,28,"['YH Mah', 'M Husain', 'G Rees', 'P Nachev']",https://academic.oup.com/brain/article/137/9/2522/2848006
Brain–machine interface for eye movements,Proceedings of the National …,2014,18,2,"['ABA Graf', 'RA Andersen']",https://www.pnas.org/content/pnas/111/49/17630.full.pdf
Bayesian optimization for neuroimaging pre-processing in brain age classification and prediction,Frontiers in aging …,2018,42,10,"['J Lancaster', 'R Lorenz', 'R Leech']",https://www.frontiersin.org/articles/10.3389/fnagi.2018.00028/full
Adaptive brain interfaces,Communications of the ACM,2003,123,6,['JR Millan'],https://infoscience.epfl.ch/record/150445/files/cacm-millan.pdf
Classifying human brain tumors by lipid imaging with mass spectrometry,Cancer research,2012,274,27,"['LS Eberlin', 'I Norton', 'AL Dill', 'AJ Golby', 'KL Ligon']",https://cancerres.aacrjournals.org/content/canres/72/3/645.full.pdf
Recasting brain-machine interface design from a physical control system perspective,Journal of Computational Neuroscience,2015,12,1,"['Y Zhang', 'SM Chase']",https://link.springer.com/article/10.1007/s10827-015-0566-4
BRAIN2—Machine learning to measure banknote fitness,Proceedings of the Optical …,2012,11,1,"['P Balke', 'JM Geusebroek', 'P Markus']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.445.8487&rep=rep1&type=pdf
Filter bank common spatial pattern (FBCSP) in brain-computer interface,2008 IEEE International …,2008,836,59,"['KK Ang', 'ZY Chin', 'H Zhang']",https://www.academia.edu/download/48371494/Filter_Bank_Common_Spatial_Pattern_FBCS20160827-9135-z27nd8.pdf
Identifying mild traumatic brain injury patients from MR images using bag of visual words,2017 IEEE Signal …,2017,11,2,"['S Minaee', 'S Wang', 'Y Wang', 'S Chung']",https://arxiv.org/pdf/1710.06824
Machine-learning algorithms predict graft failure after liver transplantation,…,2017,55,11,"['L Lau', 'Y Kankanige', 'B Rubinstein', 'R Jones']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228574/
"Analysis of gene expression profiles in the human brain stem, cerebellum and cerebral cortex",PloS one,2016,23,3,"['L Chen', 'C Chu', 'YH Zhang', 'C Zhu', 'X Kong', 'T Huang']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159395
The Berlin brain-computer interface,IEEE World Congress on …,2008,26,1,"['B Blankertz', 'M Tangermann', 'F Popescu']",https://www.researchgate.net/profile/Siamac_Fazli/publication/220805175_The_Berlin_Brain-Computer_Interface/links/0deec51daa914e1adc000000/The-Berlin-Brain-Computer-Interface.pdf
Is the brain a good model for machine intelligence?,Nature,2012,28,2,"['R Brooks', 'D Hassabis', 'D Bray', 'A Shashua']",https://www.nature.com/articles/482462a?a_aid=3598aabf
Re-thinking EEG-based non-invasive brain interfaces: modeling and analysis,2018 ACM/IEEE 9th …,2018,20,5,"['G Gupta', 'S Pequito', 'P Bogdan']",https://arxiv.org/pdf/1803.10318
CSO-based algorithm with support vector machine for brain tumor's disease diagnosis,2017 IEEE International Conference on …,2017,20,4,"['SA Taie', 'W Ghonaim']",https://www.researchgate.net/profile/Shereen-Taie/publication/316732801_Title_CSO-based_algorithm_with_support_vector_machine_for_brain_tumor's_disease_diagnosis/links/5a41183caca272d294560d6f/Title-CSO-based-algorithm-with-support-vector-machine-for-brain-tumors-disease-diagnosis.pdf
Recent advances in brain-computer interfaces,… International Workshop on …,2007,56,3,"['U Hoffmann', 'JM Vesin', 'T Ebrahimi']",https://infoscience.epfl.ch/record/112236/files/mmsp2007_bci.pdf
Using fMRI brain activation to identify cognitive states associated with perception of tools and dwellings,PloS one,2008,252,18,"['SV Shinkareva', 'RA Mason', 'VL Malave', 'W Wang']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0001394
Principles of neural ensemble physiology underlying the operation of brain–machine interfaces,Nature reviews neuroscience,2009,428,32,"['MAL Nicolelis', 'MA Lebedev']",https://www.academia.edu/download/49898818/Principles_of_neural_ensemble_physiology20161026-28381-132v9k6.pdf
The next step in modern brain lesion analysis: multivariate pattern analysis,Brain,2014,24,3,"['HO Karnath', 'DV Smith']",https://academic.oup.com/brain/article/137/9/2405/281812
Using connectome-based predictive modeling to predict individual behavior from brain connectivity,nature protocols,2017,313,62,"['X Shen', 'ES Finn', 'D Scheinost', 'MD Rosenberg']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5526681/
Annual research review: progress in using brain morphometry as a clinical tool for diagnosing psychiatric disorders,Journal of Child …,2012,20,2,"['A Haubold', 'BS Peterson']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4235515/
Brain tumor segmentation using deep learning by type specific sorting of images,arXiv preprint arXiv …,2018,36,9,"['Z Sobhaninia', 'S Rezaei', 'A Noroozi', 'M Ahmadi']",https://arxiv.org/pdf/1809.07786
"In search of denotational mathematics: Novel mathematical means for contemporary intelligence, brain, and knowledge sciences",Journal of Advanced Mathematics and applications,2012,105,10,['Y Wang'],https://www.researchgate.net/profile/Yingxu_Wang/project/Intelligent-Mathematics-IM-for-AI-Abstract-Intelligence-aI-Computational-Intelligence-CI-and-Brain-Informatics-BI/attachment/58953eeb934940fcce4348c6/AS:457869398155264@1486175979176/download/JAMA-1101-DM.pdf?context=ProjectUpdatesLog
The generative adversarial brain,Frontiers in Artificial Intelligence,2019,17,5,['SJ Gershman'],https://www.frontiersin.org/articles/10.3389/frai.2019.00018/full
Deep learning for brain decoding,2014 IEEE International …,2014,17,2,"['O Firat', 'L Oztekin', 'FTY Vural']",https://neuro.ceng.metu.edu.tr/fmri_prj/publications/icip2014.pdf
Single-trial analysis of neuroimaging data: inferring neural networks underlying perceptual decision-making in the human brain,IEEE reviews in biomedical …,2009,37,2,"['P Sajda', 'MG Philiastides']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3477547/
Prognostic nomogram for bladder cancer with brain metastases: a National Cancer Database analysis,Journal of translational …,2019,10,3,"['Z Yao', 'Z Zheng', 'W Ke', 'R Wang', 'X Mu', 'F Sun']",https://link.springer.com/article/10.1186/s12967-019-2109-7
Brain MRI segmentation with patch-based CNN approach,2016 35th Chinese Control Conference …,2016,32,5,"['Z Cui', 'J Yang', 'Y Qiao']",https://www.researchgate.net/profile/Yu_Qiao8/publication/308496682_Brain_MRI_segmentation_with_patch-based_CNN_approach/links/5af65426aca2720af9c6d8e2/Brain-MRI-segmentation-with-patch-based-CNN-approach.pdf
A semi-supervised SVM learning algorithm for joint feature extraction and classification in brain computer interfaces,2006 International Conference of the IEEE …,2006,24,1,"['Y Li', 'C Guan']",https://www.researchgate.net/profile/Cuntai_Guan/publication/5899375_A_Semi-supervised_SVM_Learning_Algorithm_for_Joint_Feature_Extraction_and_Classification_in_Brain_Computer_Interfaces/links/586b40ad08ae6eb871ba9273.pdf
Decoding the memorization of individual stimuli with direct human brain recordings,Neuroimage,2013,20,2,"['MAJ van Gerven', 'E Maris', 'M Sperling', 'A Sharan', 'B Litt']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3580011/
Speeding up classification of multi-channel brain-computer interfaces: Common spatial patterns for slow cortical potentials,First International IEEE …,2003,78,4,"['G Dornhege', 'B Blankertz']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.69.4298&rep=rep1&type=pdf
Analyzing brain functions by subject classification of functional near-infrared spectroscopy data using convolutional neural networks analysis,Computational …,2016,20,3,"['S Hiwa', 'K Hanawa', 'R Tamura', 'K Hachisuka']",https://www.hindawi.com/journals/cin/2016/1841945/abs/
Neural portraits of perception: reconstructing face images from evoked brain activity,Neuroimage,2014,93,11,"['AS Cowen', 'MM Chun', 'BA Kuhl']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4028096/
What brain imaging can tell us about embodied meaning,NA,2008,17,1,['M Just'],https://kilthub.cmu.edu/articles/journal_contribution/What_brain_imaging_can_tell_us_about_embodied_meaning/6619085/files/12113627.pdf
A comprehensive review of EEG-based brain–computer interface paradigms,Journal of neural …,2019,147,49,"['R Abiri', 'S Borhani', 'EW Sellers', 'Y Jiang']",https://www.researchgate.net/profile/Soheil_Borhani/publication/328974192_A_comprehensive_review_of_EEG-based_brain-computer_interface_paradigms/links/5c8b291445851564fade59b7/A-comprehensive-review-of-EEG-based-brain-computer-interface-paradigms.pdf
Brain-computer interfaces: beyond medical applications,Computer,2012,338,33,"['J Van Erp', 'F Lotte', 'M Tangermann']",https://hal.inria.fr/hal-00688344/document
